userId;movieId;isSeen;watchDate;userElicitRating;userPredictRating;userCertainty;tstamp;movie_idx;source;systemPredictRating
374302;48774;-1;NULL;-1;-1;-1;2024-01-27 07:42:51.000;10;2;421835682349056
374302;48774;-1;NULL;-1;-1;-1;2024-02-04 00:53:58.000;11;2;421800081096704
374434;48774;-1;NULL;-1;-1;-1;2023-05-27 21:16:12.000;2;2;382315742101504
374434;48774;-1;NULL;-1;-1;-1;2024-02-03 23:35:52.000;11;2;384779409162240
374923;48774;-1;NULL;-1;-1;-1;2023-04-13 00:02:09.000;1;2;412928423493632
375220;48774;-1;NULL;-1;-1;-1;2023-06-14 19:40:09.000;3;2;34954062856192
375276;48774;-1;NULL;-1;-1;-1;2023-07-13 09:35:27.000;4;2;370516560969728
375276;48774;-1;NULL;-1;-1;-1;2023-07-24 07:08:24.000;4;2;370531727572992
375327;48774;-1;NULL;-1;-1;-1;2023-08-03 23:41:43.000;5;1;371167751831552
375387;48774;-1;NULL;-1;-1;-1;2023-07-19 19:08:54.000;4;2;42789391826944
375533;48774;-1;NULL;-1;-1;-1;2023-08-10 16:34:40.000;5;2;402583961206784
375533;48774;-1;NULL;-1;-1;-1;2023-08-10 17:10:18.000;5;1;395937767751680
375613;48774;-1;NULL;-1;-1;-1;2023-04-16 22:11:20.000;1;2;400980428455936
375613;48774;-1;NULL;-1;-1;-1;2023-06-03 21:25:13.000;3;2;398659501948928
375613;48774;-1;NULL;-1;-1;-1;2023-06-07 02:46:59.000;3;2;39979719852032
375613;48774;-1;NULL;-1;-1;-1;2023-07-11 03:15:37.000;4;2;404067872407552
375613;48774;-1;NULL;-1;-1;-1;2023-08-01 05:47:03.000;5;2;40160498548736
375613;48774;-1;NULL;-1;-1;-1;2023-08-12 22:54:21.000;5;2;405281871757312
375613;48774;-1;NULL;-1;-1;-1;2023-08-15 23:23:46.000;5;2;405626542882816
375613;48774;-1;NULL;-1;-1;-1;2023-11-12 23:27:05.000;8;2;404318993776640
375613;48774;-1;NULL;-1;-1;-1;2023-11-16 06:47:19.000;8;2;406742697508864
375613;48774;-1;NULL;-1;-1;-1;2024-01-01 03:36:33.000;10;2;405758210473984
375613;48774;-1;NULL;-1;-1;-1;2024-01-03 10:19:09.000;10;2;404658128420864
375613;48774;-1;NULL;-1;-1;-1;2024-02-11 21:58:29.000;11;2;406764273008640
375613;48774;-1;NULL;-1;-1;-1;2024-02-15 21:52:22.000;11;2;405981682991104
375613;48774;-1;NULL;-1;-1;-1;2024-03-01 10:11:49.000;12;2;404928577142784
375613;48774;-1;NULL;-1;-1;-1;2024-03-31 04:12:13.000;12;2;406607406039040
375613;48774;-1;NULL;-1;-1;-1;2024-04-12 04:39:45.000;13;1;405735024361472
375613;48774;-1;NULL;-1;-1;-1;2024-04-26 04:16:58.000;13;2;405785523781632
375660;48774;-1;NULL;-1;-1;-1;2024-02-24 02:28:27.000;11;2;434934258860032
375715;48774;-1;NULL;-1;-1;-1;2024-02-09 00:34:13.000;11;1;416637463298048
375741;48774;-1;NULL;-1;-1;-1;2024-03-17 22:48:37.000;12;1;396263245742080
375778;48774;-1;NULL;-1;-1;-1;2023-07-31 04:24:28.000;4;1;397405304389632
376550;48774;-1;NULL;-1;-1;-1;2023-11-21 20:16:55.000;8;1;347339239718912
377023;48774;-1;NULL;-1;-1;-1;2024-03-29 01:28:44.000;12;1;340638352539648
377047;48774;-1;NULL;-1;-1;-1;2024-02-01 21:28:56.000;11;1;335732795244544
377071;48774;-1;NULL;-1;-1;-1;2023-09-28 15:23:20.000;6;1;346002364039168
377071;48774;-1;NULL;-1;-1;-1;2024-02-24 18:13:35.000;11;1;342294901293056
377220;48774;-1;NULL;-1;-1;-1;2023-08-03 00:58:29.000;5;2;372487179206656
377220;48774;-1;NULL;-1;-1;-1;2023-12-22 21:52:05.000;9;2;369476709122048
377220;48774;-1;NULL;-1;-1;-1;2024-04-08 03:19:54.000;13;1;369441242087424
377254;48774;-1;NULL;-1;-1;-1;2024-02-06 20:09:47.000;11;1;359736125947904
377378;48774;-1;NULL;-1;-1;-1;2023-07-15 01:54:39.000;4;2;42520952176640
377795;48774;-1;NULL;-1;-1;-1;2024-01-04 15:14:52.000;10;1;395126891347968
377956;48774;-1;NULL;-1;-1;-1;2024-02-03 00:51:23.000;11;2;440255220023296
